"가구번호","여행구분1","여행구분2","여행 월","여행 번째","당일/숙박여행 여부","여행 출발 년","여행 출발 월","여행 출발 일","여행 도착 년","여행 도착 월","여행 도착 일","여행 박","여행 일","여행 시기_주중","여행 시기_주말","여행 시기_휴가/방학","여행 시기_설날/추석","여행 시기_공휴일","여행 주 목적","여행 정보 주요 획득지_1순위","여행 정보 주요 획득지_2순위","참고한 인터넷 사이트_1순위","참고한 인터넷 사이트_2순위","동반자 수_동거 가족이나 친척","동반자 수_비동거 가족이나 친척","동반자 수_그 외 동행자","그 외 동행자 유형_친구/연인","그 외 동행자 유형_(직장)동료","그 외 동행자 유형_단체/모임","그 외 동행자 유형_기타","여행 지출 비용_총비용","여행 지출 비용_출발전 지출비용","여행지 지출비용_단체비용","여행지 지출비용_여행사 상품구입비","여행지 지출비용_숙박비","여행지 지출비용_교통비","여행지 지출비용_식/음료비","여행지 지출비용_문화/오락시설 이용료/관람료","여행지 지출비용_스포츠/레포츠 용품대여/구입비, 경기관람료","여행지 지출비용_기념품 및 쇼핑비","여행지 지출비용_여행지에서 여행관련용품 구입비","여행지 지출비용_기타비용","여행 출발 전 사전예약을 통해  이용한 서비스 여부","사전예약을 한 서비스_숙박시설","사전예약을 한 서비스_교통수단","사전예약을 한 서비스_차량대여/렌트","사전예약을 한 서비스_관광명소","사전예약을 한 서비스_레저시설","사전예약을 한 서비스_체험프로그램","사전예약을 한 서비스_기타","여행상품 구매 또는 이용 여부","구매한 여행상품","구매한 여행상품_부분 패키지 상품(교통)","구매한 여행상품_부분 패키지 상품(차량임대)","구매한 여행상품_부분 패키지 상품(숙박시설)","구매한 여행상품_부분 패키지 상품(레저시설)","구매한 여행상품_부분 패키지 상품(기타)","단체회비/단체경비에 여행상품 구매 비용 포함 여부","항목별 만족도_자연경관","항목별 만족도_문화유산","항목별 만족도_교통","항목별 만족도_숙박시설","항목별 만족도_식당 및 음식","항목별 만족도_쇼핑","항목별 만족도_관광정보 및 안내시설","항목별 만족도_관광지 편의시설","항목별 만족도_지역 관광종사자의 친절성","항목별 만족도_체험프로그램","항목별 만족도_관광지 물가","항목별 만족도_관광지 혼잡도","가중치"
11468,1,2,12,120828,2,2017,12,2,2017,12,3,1,2,,2,,,,1,3,11,,,2,1,40,1,,3,,180000,0,80000,0,0,0,0,0,0,100000,0,0,1,1,2,,,,,,2,,,,,,,2,4,4,3,5,4,4,4,4,4,9,3,4,8349.15114906992
11469,1,1,6,105849,1,2017,6,6,2017,6,6,0,1,,,,,5,1,10,11,,,3,1,45,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,7,2,,,,,,,,5,9,4,9,4,9,4,3,4,5,9,4,4546.28910178053
11469,1,2,7,117057,2,2017,7,1,2017,7,2,1,2,,2,,,,1,10,11,,,3,1,36,,,3,,20000,0,20000,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,2,4,9,4,4,3,9,4,4,4,9,4,3,4546.28910178053
11469,2,2,10,200980,2,2017,10,1,2017,10,5,4,5,1,2,,4,5,1,1,,,,2,1,1,,,,,2000000,100000,0,1600000,0,0,0,0,0,0,0,300000,1,1,2,3,4,,,,1,1,,,,,,,5,4,3,4,2,3,3,2,3,9,3,2,4546.28910178053
11471,1,1,2,109160,2,2017,2,25,2017,2,26,1,2,,2,,,,1,2,8,,,2,3,1,,,,,500000,0,0,0,150000,50000,300000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,4,4,9,4,4,4,9,3,5,12565.462704808
11471,1,1,3,109161,2,2017,3,17,2017,3,19,2,3,1,2,,,,1,2,8,,,2,1,4,1,,,,750000,50000,700000,0,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,1,4,4,4,4,4,4,4,4,4,9,4,4,12565.462704808
11471,1,1,4,109163,2,2017,4,23,2017,4,25,2,3,1,2,,,,1,8,3,,,2,1,6,1,,,,800000,0,800000,0,0,0,0,0,0,0,0,0,1,,2,,,,,,2,,,,,,,1,4,9,4,5,4,9,4,4,5,4,4,4,12565.462704808
11471,1,2,10,121035,2,2017,10,3,2017,10,6,3,4,,,,4,5,1,2,8,,,2,4,1,,,,,970000,0,0,0,150000,120000,400000,300000,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,9,4,4,4,9,5,5,5,9,4,4,12565.462704808
11471,1,2,11,121036,2,2017,11,11,2017,11,12,1,2,,2,,,,1,2,8,,,2,1,6,1,,,,306000,0,0,0,24000,50000,150000,82000,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,9,4,4,4,9,4,4,4,9,4,4,12565.462704808
11471,1,2,7,121027,2,2017,7,1,2017,7,2,1,2,,2,,,,1,2,8,,,2,1,4,1,,,,750000,0,0,0,200000,50000,200000,300000,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,9,4,4,4,9,5,5,5,9,3,5,12565.462704808
11471,1,2,8,121029,2,2017,8,12,2017,8,14,2,3,1,2,,,,1,3,8,,,2,1,5,1,,,,1150000,420000,0,0,180000,50000,200000,300000,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,9,4,5,4,9,5,5,5,9,3,4,12565.462704808
11472,1,1,2,302420,1,2017,2,4,2017,2,4,0,1,,2,,,,1,4,9,1,5,4,4,4,1,,,,200000,50000,0,0,0,50000,0,0,0,0,0,100000,2,,,,,,,,2,,,,,,,,5,5,5,9,4,4,4,4,4,4,3,4,4489.8773472691
11472,1,2,10,303475,2,2017,10,6,2017,10,7,1,2,,2,,4,,1,8,3,,,3,2,3,1,,,,507900,0,0,0,141000,99999.9999999999,266900,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,4489.8773472691
11472,1,2,8,303472,1,2017,8,4,2017,8,4,0,1,1,,,,,1,8,4,1,3,3,5,2,,,,6,300000,0,0,0,0,0,120000,0,0,160000,20000,0,2,,,,,,,,2,,,,,,,,5,5,5,9,5,5,5,5,5,5,3,3,4489.8773472691
11474,1,1,1,109870,1,2017,1,8,2017,1,8,0,1,,2,,,,1,2,8,,,3,1,1,,,,,99999.9999999999,0,0,0,0,30000,69999.9999999999,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,9,4,4,4,4,4,4,12767.4540429071
11474,1,1,1,109871,1,2017,1,14,2017,1,14,0,1,,2,,,,1,2,8,,,2,1,1,,,,,30000,0,0,0,0,0,30000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,12767.4540429071
11474,1,1,1,109872,1,2017,1,30,2017,1,30,0,1,,,,4,,1,3,2,,,2,2,1,,,,,112000,0,0,0,0,20000,92000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,9,4,4,4,9,3,4,12767.4540429071
11474,1,1,5,109873,2,2017,5,3,2017,5,4,1,2,1,,,,5,1,2,3,,,2,1,7,1,,,,200000,30000,150000,0,0,0,0,0,0,20000,0,0,2,,,,,,,,2,,,,,,,2,4,9,3,4,4,3,4,3,4,9,4,4,12767.4540429071
11474,1,2,10,117063,2,2017,10,28,2017,10,29,1,2,,2,,,,1,2,11,,,3,1,1,,,,,349999.999999998,0,0,0,69999.9999999999,90000,160000,30000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,4,4,9,4,4,4,9,4,4,12767.4540429071
11474,1,2,11,117064,1,2017,11,1,2017,11,1,0,1,1,,,,,1,2,11,,,2,1,1,,,,,50000,0,0,0,0,40000,10000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,5,9,4,9,4,4,4,9,4,4,12767.4540429071
11474,1,2,7,117065,1,2017,7,14,2017,7,14,0,1,1,,,,,1,8,2,,,3,1,1,,,,,200000,0,0,0,0,99999.9999999999,99999.9999999999,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,5,9,3,3,4,9,4,4,12767.4540429071
11474,1,2,7,117066,2,2017,7,28,2017,7,30,2,3,1,2,,,,1,3,9,,,2,1,15,1,,,,300000,0,300000,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,1,4,9,3,3,4,9,3,3,3,9,3,3,12767.4540429071
11474,1,2,8,117067,1,2017,8,20,2017,8,20,0,1,,2,,,,1,3,11,,,2,1,30,1,,3,,60000,0,60000,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,2,3,9,4,9,3,9,3,3,4,9,4,3,12767.4540429071
11475,1,1,4,107121,1,2017,4,30,2017,4,30,0,1,,2,,,,1,3,2,,,4,1,1,,,,,120000,0,0,0,0,12000,87999.9999999999,0,0,20000,0,0,1,,2,3,,,,7,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3879.842219424
11475,1,2,11,122747,1,2017,11,4,2017,11,4,0,1,,2,,,,1,8,3,,,5,1,1,,,,,200000,0,0,0,0,30000,150000,0,0,20000,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3879.842219424
11477,1,1,5,103299,1,2017,5,1,2017,5,1,0,1,1,,,,,1,2,11,,,4,1,1,,,,,200000,50000,0,0,0,0,80000,70000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,3,2,9,3,9,4,5,5,4,3,3,4914.0875301546
11477,1,1,5,103300,1,2017,5,5,2017,5,5,0,1,,,,,5,1,2,11,,,4,1,1,,,,,150000,30000,0,0,0,0,70000,20000,0,30000,0,0,2,,,,,,,,2,,,,,,,,5,4,4,9,4,4,4,4,4,4,3,4,4914.0875301546
11477,1,2,10,119361,2,2017,10,1,2017,10,3,2,3,,2,,,5,1,2,11,,,4,1,1,,,,,700000,0,0,0,200000,70000,300000,30000,0,100000,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4914.0875301546
11477,1,2,9,119359,1,2017,9,1,2017,9,1,0,1,1,,,,,1,2,11,,,4,1,1,,,,,200000,0,0,0,0,30000,100000,70000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,4914.0875301546
11478,1,2,12,117045,2,2017,12,24,2017,12,25,1,2,,2,,,5,1,8,2,,,4,1,1,,,,,400000,0,0,0,0,70000,210000,0,120000,0,0,0,2,,,,,,,,2,,,,,,,,5,9,4,9,4,9,4,4,4,9,4,4,4866.46417300848
11479,1,2,9,119394,1,2017,9,1,2017,9,1,0,1,1,,,,,1,2,11,,,3,1,1,,,,,99999.9999999999,0,0,0,0,20000,30000,49999.9999999998,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,3,9,4,9,4,4,4,5,4,4,5410.21220022057
11480,1,1,3,301099,2,2017,3,5,2017,3,6,1,2,1,2,,,,1,1,3,,,2,1,1,,,,,350000,100000,0,0,100000,50000,50000,50000,0,0,0,0,1,1,,,,,,,1,2,,,3,4,,,3,5,5,5,4,9,5,5,5,9,4,5,4734.80612494158
11480,1,1,4,301102,1,2017,4,2,2017,4,2,0,1,,2,,,,1,8,6,,,2,1,1,,,,,100000,50000,0,0,0,0,50000,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,4,9,5,9,4,9,4,5,5,9,4,4,4734.80612494158
11480,1,1,4,301103,2,2017,4,8,2017,4,9,1,2,,2,,,,1,8,3,,,2,2,1,,,,,340000,60000,0,0,0,0,200000,0,0,80000,0,0,1,1,,,,,,,1,1,,,,,,,5,9,5,5,4,4,4,4,4,9,4,4,4734.80612494158
11480,1,1,5,303392,2,2017,5,3,2017,5,6,3,4,1,2,3,,5,1,7,3,,,2,1,1,,,,,500000,40000,0,0,100000,160000,200000,0,0,0,0,0,1,1,2,,,,,,1,1,,,,,,,4,4,4,2,4,4,4,4,4,9,3,3,4734.80612494158
11480,1,1,5,303393,2,2017,5,8,2017,5,9,1,2,1,,,,5,1,8,3,,,2,1,1,,,,,80000,20000,0,0,20000,0,40000,0,0,0,0,0,1,1,2,,,,,,1,1,,,,,,,5,5,5,5,4,9,3,5,5,9,5,5,4734.80612494158
11480,1,1,5,303394,2,2017,5,12,2017,5,13,1,2,1,2,,,,1,3,7,,,2,6,6,,2,,,40000,0,0,0,40000,0,0,0,0,0,0,0,1,1,2,,,,,,1,1,,,,,,,4,9,5,2,5,9,4,4,2,5,4,4,4734.80612494158
11480,1,2,7,117061,2,2017,7,13,2017,7,16,3,4,1,2,,,,1,2,9,,,4,1,1,,,,,400000,0,0,0,80000,70000,250000,0,0,0,0,0,1,1,,,,5,,,1,1,,,,,,,4,4,4,4,4,9,4,4,4,9,4,4,4734.80612494158
11480,2,2,7,200981,2,2017,7,13,2017,7,16,3,4,1,2,,,,1,2,8,,,4,1,1,,,,,3400000,200000,0,3200000,0,0,0,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,4,4,4,4,4,9,5,4,5,9,4,4,4734.80612494158
11481,1,2,8,120944,2,2017,8,13,2017,8,15,2,3,1,2,3,,5,1,3,2,,,3,1,6,,,,6,1120000,69999.9999999999,0,0,300000,130000,499999.999999998,114000,0,0,0,6000,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4887.60950264089
11481,2,1,6,200601,2,2017,6,29,2017,7,4,5,6,1,2,,,,1,4,2,1,,2,1,1,,,,,3000000,200000,0,2600000,0,0,100000,0,0,100000,0,0,1,1,2,,4,,,,1,1,,,,,,,4,4,3,4,4,3,4,4,4,9,3,4,4887.60950264089
11482,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11483,1,1,5,104382,1,2017,5,8,2017,5,8,0,1,1,,,,,1,2,11,,,2,4,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,3,9,4,9,4,9,4,3,4,9,2,3,2220.37880109227
11483,1,2,10,118568,1,2017,10,6,2017,10,6,0,1,,,,4,,1,2,11,,,2,4,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,9,4,4,4,9,9,3,2220.37880109227
11483,1,2,11,118570,1,2017,11,26,2017,11,26,0,1,,2,,,,1,2,11,,,2,2,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,3,9,4,3,4,9,9,4,2220.37880109227
11483,1,2,7,118563,1,2017,7,8,2017,7,8,0,1,,2,,,,2,2,11,,,2,2,1,,,,,50000,0,0,0,0,0,50000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,2220.37880109227
11483,1,2,9,118566,1,2017,9,17,2017,9,17,0,1,,2,,,,1,2,11,,,2,4,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,9,4,4,4,9,9,3,2220.37880109227
11484,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11485,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11491,1,1,5,301046,2,2017,5,9,2017,5,15,6,7,1,2,3,,5,1,2,3,,,2,5,5,1,,,,594500,84000,0,0,0,50000,274500,0,0,72800,104600,8600,2,,,,,,,,2,,,,,,,,5,9,4,9,5,4,3,5,5,9,4,4,11276.6793666042
11492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,1,2,10,118706,2,2017,10,28,2017,10,29,1,2,,2,,,,1,4,2,1,7,5,1,1,,,,,240000,30000,0,0,50000,60000,100000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,4,4,4,4,9,4,4,4,4,4,4,4875.90537960923
11493,1,2,11,118711,2,2017,11,10,2017,11,12,2,3,1,2,,,,1,4,2,1,7,5,1,1,,,,,470000,50000,0,0,150000,70000,150000,0,0,50000,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,3,5,3,4,4,4,4,4,5,4875.90537960923
11493,1,2,7,118540,2,2017,7,14,2017,7,16,2,3,1,2,,,,1,4,3,1,7,5,1,1,,,,,800000,100000,0,0,280000,70000,250000,50000,0,50000,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,3,4,4,5,3,4,3,3,3,4875.90537960923
11493,1,2,8,118603,2,2017,8,4,2017,8,6,2,3,1,2,,,,1,2,4,1,7,5,3,1,,,,,600000,50000,0,0,220000,100000,150000,30000,0,50000,0,0,2,,,,,,,,2,,,,,,,,4,4,3,3,4,4,4,3,3,4,4,4,4875.90537960923
11493,1,2,8,118619,1,2017,8,15,2017,8,15,0,1,,,,,5,1,8,4,1,7,5,1,1,,,,,210000,20000,0,0,0,50000,50000,80000,0,10000,0,0,2,,,,,,,,2,,,,,,,,5,9,3,9,4,4,4,4,4,4,4,3,4875.90537960923
11493,1,2,8,118648,1,2017,8,19,2017,8,19,0,1,,2,,,,1,8,2,,,5,1,1,,,,,280000,0,0,0,0,30000,50000,170000,0,0,30000,0,2,,,,,,,,2,,,,,,,,4,9,4,9,3,4,5,5,4,4,3,3,4875.90537960923
11493,1,2,9,118667,2,2017,9,9,2017,9,10,1,2,,2,,,,1,8,2,,,5,1,1,,,,,220000,30000,0,0,0,50000,100000,0,0,30000,10000,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,4,4,4,4,4,4,4,4875.90537960923
11493,1,2,9,118672,1,2017,9,24,2017,9,24,0,1,,2,,,,1,2,8,,,5,1,1,,,,,260000,30000,0,0,0,50000,130000,50000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,4,4,5,4,4,4,4,4,4875.90537960923
11495,1,1,5,104023,2,2017,5,5,2017,5,7,2,3,,2,,,5,1,4,3,4,2,3,1,1,,,,,2400000,300000,0,600000,300000,300000,300000,399999.999999999,99999.9999999999,99999.9999999999,0,0,1,,2,3,,,,,1,2,,2,,4,,,5,5,4,4,4,4,5,3,4,4,4,4,4246.26195540559
11495,2,1,4,200249,2,2017,4,14,2017,4,25,11,12,1,2,3,,,1,2,3,,,2,1,1,1,2,,,9200000,5000000,0,4200000,0,0,0,0,0,0,0,0,1,1,2,,,,,,1,1,,,,,,,5,4,4,4,3,4,5,4,4,3,3,3,4246.26195540559
11496,1,2,10,122338,1,2017,10,8,2017,10,8,0,1,,2,,,,1,4,8,2,1,4,1,1,,,,,20000,0,0,0,0,20000,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,9,5,5,9,4,9,5,5,5,5,5,5,5337.1739106785
11496,1,2,10,122347,1,2017,10,9,2017,10,9,0,1,,,,,5,1,3,8,,,2,1,1,,,,,20000,0,0,0,0,20000,0,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,5,5,9,4,9,5,5,5,5,5,5,5337.1739106785
11496,1,2,10,122351,2,2017,10,14,2017,10,15,1,2,,2,,,,1,8,3,,,3,1,1,,,,,200000,100000,0,0,0,0,0,0,0,0,100000,0,1,1,,,,,,,2,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,4,5337.1739106785
11496,1,2,12,122356,2,2017,12,15,2017,12,19,4,5,1,2,,,,1,8,7,,,4,1,1,,,,,370000,180000,0,0,50000,60000,0,0,10000,0,70000,0,1,1,,,4,,6,,2,,,,,,,,5,5,5,5,4,4,5,5,5,5,4,4,5337.1739106785
11496,1,2,8,102722,2,2017,8,28,2017,8,29,1,2,1,,,,,1,8,4,1,2,3,1,1,,,,,234600,20000,0,0,20000,80000,0,23600,0,0,91000,0,1,1,,,,,,,2,,,,,,,,5,5,5,5,4,4,3,3,4,5,3,5,5337.1739106785
11496,1,2,9,122335,2,2017,9,2,2017,9,3,1,2,,2,,,,1,8,4,1,2,4,1,1,,,,,150000,50000,0,0,20000,30000,50000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,5,4,4,4,4,4,4,5,9,4,4,5337.1739106785
11496,1,2,9,122336,2,2017,9,15,2017,9,16,1,2,1,2,,,,1,4,8,2,1,4,1,1,,,,,100000,0,100000,0,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,2,3,3,4,2,4,9,2,5,3,9,4,3,5337.1739106785
11497,1,1,6,102309,2,2017,6,6,2017,6,7,1,2,1,,,,5,1,2,3,,,2,7,1,,,,,100000,0,100000,0,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,2,5,5,4,4,5,4,5,5,4,5,4,5,5384.98873661496
11497,1,2,8,102308,2,2017,8,25,2017,8,26,1,2,1,2,,,,1,2,3,,,2,11,1,,,,,1437910,0,0,0,95000,300000,700000,29000,0,313910,0,0,1,,,3,,,,,2,,,,,,,,4,4,3,4,4,3,4,4,4,3,4,4,5384.98873661496
11497,1,2,8,122279,1,2017,8,9,2017,8,9,0,1,1,,,,,1,2,3,,,2,4,1,,,,,20000,0,0,0,0,0,0,20000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,3,9,3,4,3,3,3,3,3,3,5384.98873661496
11498,1,1,5,103585,1,2017,5,5,2017,5,5,0,1,,,,,5,1,3,2,,,4,1,1,,,,,300000,50000,0,0,0,70000,120000,50000,10000,0,0,0,2,,,,,,,,2,,,,,,,,4,5,4,9,3,3,4,4,4,9,3,3,3578.16423891989
11499,1,2,10,119818,1,2017,10,21,2017,10,21,0,1,,2,,,,1,3,2,,,2,1,1,,,,,200000,0,0,0,0,30000,170000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,3,3,3,3,3,3,3,12496.4056159951
11501,1,1,5,110990,2,2017,5,6,2017,5,7,1,2,,2,,,,1,2,6,,,4,1,1,,,,,300000,0,0,0,100000,50000,150000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,4,4,4,4,9,4,3,3,4,4,4,4961.59452033977
11504,1,1,1,102714,2,2017,1,30,2017,1,31,1,2,1,,,4,,1,2,3,,,4,1,1,,,,,250000,0,0,0,49999.9999999998,49999.9999999998,99999.9999999999,49999.9999999998,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,3,3,3,3,3,4,3,3,3,4963.4263442493
11505,1,1,3,105527,1,2017,3,1,2017,3,1,0,1,,,,,5,1,2,3,,,4,1,1,,,,,120000,0,0,0,0,20000,40000,50000,10000,0,0,0,2,,,,,,,,2,,,,,,,,4,3,4,9,5,4,4,4,4,3,4,4,4874.99253801611
11505,1,1,5,105535,1,2017,5,3,2017,5,3,0,1,,,,,5,1,4,3,1,5,4,1,1,,,,,150000,20000,0,0,0,20000,70000,40000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,3,4,4,3,3,3,3,4874.99253801611
11505,1,1,6,105544,1,2017,6,6,2017,6,6,0,1,,,,,5,1,4,7,1,5,4,1,1,,,,,250000,0,0,0,0,50000,100000,100000,0,0,0,0,2,,,,,,,,2,,,,,,,,3,3,4,9,4,3,3,3,4,4,3,3,4874.99253801611
11505,1,2,10,121435,1,2017,10,5,2017,10,5,0,1,,,,4,,1,3,7,,,4,1,1,,,,,150000,0,0,0,0,20000,60000,70000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,9,3,3,4,9,4,4,4874.99253801611
11505,1,2,7,121428,2,2017,7,31,2017,8,3,3,4,1,,,,,1,3,4,1,5,4,1,1,,,,,600000,0,0,0,220000,120000,180000,80000,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,5,4,4,4,3,4,4,3,9,4,4,4874.99253801611
11505,1,2,8,121429,1,2017,8,15,2017,8,15,0,1,,,,,5,1,3,7,,,4,1,1,,,,,150000,0,0,0,0,30000,70000,50000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,5,9,3,4,3,3,4,9,3,3,4874.99253801611
11506,1,2,7,101469,2,2017,7,5,2017,7,6,1,2,1,,,,,1,2,6,,,3,10,1,,,,,300000,200000,0,0,0,0,100000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,3,2,1,4,2,2,2,2,2,2,2,2,4162.13167088562
11506,1,2,7,101470,1,2017,7,10,2017,7,10,0,1,1,,,,,1,8,6,,,3,1,1,,,,,60000,20000,0,0,0,5000,15000,0,20000,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,3,9,4,4,4,9,4,2,4162.13167088562
11506,1,2,8,120641,1,2017,8,1,2017,8,1,0,1,1,,3,,,1,8,6,,,3,1,1,,,,,150000,20000,0,0,0,10000,40000,80000,0,0,0,0,2,,,,,,,,2,,,,,,,,9,9,4,9,4,9,4,4,4,3,2,2,4162.13167088562
11508,1,2,10,120783,1,2017,10,3,2017,10,3,0,1,,,,,5,1,2,3,,,4,1,1,,,,,200000,0,0,0,0,100000,70000,30000,0,0,0,0,1,,2,3,,,,7,2,,,,,,,,4,4,4,9,4,4,5,4,3,4,4,4,5307.88980513613
11508,1,2,7,120726,1,2017,7,22,2017,7,22,0,1,,2,,,,1,2,3,,,2,1,1,,,,,50000,0,0,0,0,20000,30000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,5,5,9,4,3,3,3,3,3,3,3,5307.88980513613
11508,1,2,7,120765,1,2017,7,28,2017,7,28,0,1,1,,,,,1,2,3,,,2,1,1,,,,,100000,0,0,0,0,60000,40000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,4,4,9,4,3,4,4,4,3,4,4,5307.88980513613
11508,1,2,8,120772,1,2017,8,20,2017,8,20,0,1,,2,,,,1,7,6,,,2,1,1,,,,,50000,0,0,0,0,30000,20000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,5,5,5,9,4,5,4,4,4,3,4,4,5307.88980513613
11508,1,2,9,120774,1,2017,9,3,2017,9,3,0,1,,2,,,,1,7,6,,,2,1,1,,,,,120000,0,0,0,0,60000,60000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,3,4,3,3,3,3,3,3,5307.88980513613
11509,1,1,5,106321,2,2017,5,4,2017,5,6,2,3,1,2,3,,5,1,2,3,,,2,1,1,,,,,250000,50000,100000,0,0,0,50000,50000,0,0,0,0,1,1,,,,,,,2,,,,,,,2,4,4,3,4,3,3,3,3,3,3,2,2,9967.32097480285
11509,1,2,8,120920,2,2017,8,10,2017,8,12,2,3,1,2,,,,1,2,3,,,3,1,1,,,,,300000,99999.9999999999,0,0,0,69999.9999999999,60000,69999.9999999999,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,5,4,3,4,4,3,3,4,4,4,9967.32097480285
11513,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11514,1,1,4,103590,2,2017,4,1,2017,4,3,2,3,1,2,,,,1,4,2,1,2,4,1,1,,,,,559999.999999998,200000,0,0,0,0,250000,69999.9999999999,39999.9999999999,0,0,0,1,,,3,,,,,2,,,,,,,,5,5,5,5,4,4,4,4,4,5,4,4,5203.37732603323
