"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"해오름지역아동센터","B9763","(아동) 지역아동센터","아동복지시설","자치구","김숙현","1159000000","동작구","서울특별시 동작구 상도동210번지 375호"
"동화나라","B9786","(아동) 지역아동센터","아동복지시설","자치구","이경희","1159000000","동작구","서울특별시 동작구 사당로 164-1A동 202호 (사당동 남성골든빌아파트)"
"구로구공립지역아동센터","B9794","(아동) 지역아동센터","아동복지시설","자치구","최형묵","1153000000","구로구","서울특별시 구로구 천왕로32 306 307호 (천왕동 천왕에이스프라자 3충)"
"은혜의 집","B9798","(아동) 공동생활가정","아동복지시설","자치구","김용순","1129000000","성북구","서울특별시 성북구 북악산로북악산로 913 101동 103호 (돈암동)풍림A101-103"
"영광지역아동센터","B9809","(아동) 지역아동센터","아동복지시설","자치구","장혜윤","1132000000","도봉구","서울특별시 도봉구 노해로41가길 17-0마천동"
"예사랑청소년지역아동센터","B9824","(아동) 지역아동센터","아동복지시설","자치구","윤선영","1159000000","동작구","서울특별시 동작구 장승배기로10가길124 (상도동)"
"열린지역아동센터","B9838","(아동) 지역아동센터","아동복지시설","자치구","정정희","1126000000","중랑구","서울특별시 중랑구 용마산로 5314층 (망우동)"
"아름다운 땅 지역아동센터","B9843","(아동) 지역아동센터","아동복지시설","자치구","이정림","1130500000","강북구","서울특별시 강북구 오현로194 3층(번동)"
"안수인 지역아동센터","B9851","(아동) 지역아동센터","아동복지시설","자치구","조윤주","1154500000","금천구","서울특별시 금천구 시흥대로26길9 2층 (시흥동)"
"생각의숲 지역아동센터 ","B9865","(아동) 지역아동센터","아동복지시설","자치구","남경애","1159000000","동작구","서울특별시 동작구 성대로29길 60-0 (상도동)60 (상도동)"
"밝은미래 아동상담소","B9888","(아동) 아동상담소","아동복지시설","자치구","윤호순","1114000000","중구","서울특별시 중구 다산로12길 39 (신당동)"
"서울특별시 꿈나무마을 초록꿈터","B9895","(아동) 아동양육시설","아동복지시설","자치구","김영수","1138000000","은평구","서울특별시 은평구 백련산로14길20-11 (응암동)"
"꽃가람","B9896","(아동) 공동생활가정","아동복지시설","자치구","오순","1121500000","광진구","서울특별시 광진구 자양로44길 141-320비호 (구의동 대림아트빌리지)"
"서울특별시 꿈나무마을 파란꿈터","B9898","(아동) 아동양육시설","아동복지시설","자치구","강효봉","1138000000","은평구","서울특별시 은평구 백련산로14길20-11 (응암동)"
"서울특별시 꿈나무마을 연두꿈터","B9900","(아동) 아동양육시설","아동복지시설","자치구","정현숙","1138000000","은평구","서울특별시 은평구 백련산로14길20-11 (응암동)"
"젬마지역아동센터","B9903","(아동) 지역아동센터","아동복지시설","자치구","남상온","1159000000","동작구","서울특별시 동작구 상도1동572번지"
"숲과나무지역아동센터","B9930","(아동) 지역아동센터","아동복지시설","자치구","정혜윤","1174000000","강동구","서울특별시 강동구 올림픽로98길25 3층 (암사동)"
"꿈터","B9939","(아동) 공동생활가정","아동복지시설","자치구","허여정","1159000000","동작구","서울특별시 동작구 양녕로22라길 23401호 (상도동 미경빌라)"
"양지지역아동센터","B9961","(아동) 지역아동센터","아동복지시설","자치구","김성식","1162000000","관악구","서울특별시 관악구 남부순환로 16952층 (봉천동)(봉천동)"
"큰미래지역아동센터","B9967","(아동) 지역아동센터","아동복지시설","자치구","최화순","1150000000","강서구","서울특별시 강서구 방화대로23길49-5 1층 (공항동)"
"구립푸르름지역아동센터","B9971","(아동) 지역아동센터","아동복지시설","자치구","서지연","1156000000","영등포구","서울특별시 영등포구 영등포로64길 15 (신길동) 소통관 1층"
"홀트일시보호소","B9985","(아동) 아동일시보호시설","아동복지시설","자치구","김혜성","1144000000","마포구","서울특별시 마포구 양화로1길22 (합정동)"
"새로핌지역아동센터","B9995","(아동) 지역아동센터","아동복지시설","자치구","윤미숙","1141000000","서대문구","서울특별시 서대문구 증가로118 2층 (남가좌동)"
"구립공릉행복지역아동센터","B9999","(아동) 지역아동센터","아동복지시설","자치구","정주혜","1135000000","노원구","서울특별시 노원구 동일로179길 22-03층 (공릉동 공릉행복발전소)"
"등촌1종합사회복지관 다솜방과후교실","F04230","(아동) 지역아동센터","아동복지시설","자치구","김선기","1150000000","강서구","서울특별시 강서구 강서로68길 36 (등촌동 등촌주공12단지아파트)(등촌동 등촌주공12단지아파트)"
"구립길음동꿈나무키우미돌봄센터","F04442","(아동) 지역아동센터","아동복지시설","자치구","김미은","1129000000","성북구","서울특별시 성북구 서경로6길 70 (길음동)"
"희망의집 지역아동센터","F04658","(아동) 지역아동센터","아동복지시설","자치구","김희정","1130500000","강북구","서울특별시 강북구 삼양로 280-1 (미아동)"
"동소문행복함홈스쿨","F04669","(아동) 지역아동센터","아동복지시설","자치구","정유진","1129000000","성북구","서울특별시 성북구 아리랑로6가길 37 (동선동5가)(동선동5가)"
"강북지역아동센터","F04679","(아동) 지역아동센터","아동복지시설","자치구","서금옥","1130500000","강북구","서울특별시 강북구 삼양로118길 273층 (수유동)(수유동)"
"송중동지역아동센터","F04680","(아동) 지역아동센터","아동복지시설","자치구","윤주영","1130500000","강북구","서울특별시 강북구 오패산로31길 14 (미아동)(미아동)"
"우리지역아동센터","F04681","(아동) 지역아동센터","아동복지시설","자치구","김지아","1130500000","강북구","서울특별시 강북구 오현로31길 21 (번동)(번동)"
"울림사회적협동조합 산지역아동센터","F04682","(아동) 지역아동센터","아동복지시설","자치구","장명임","1130500000","강북구","서울특별시 강북구 삼각산로 134 (수유동)(수유동)"
"울림사회적협동조합 독립문지역아동센터","F04683","(아동) 지역아동센터","아동복지시설","자치구","최윤경","1130500000","강북구","서울특별시 강북구 덕릉로40길 14 (번동)(번동)"
"울림사회적협동조합 꾸러기지역아동센터","F04684","(아동) 지역아동센터","아동복지시설","자치구","곽은아","1130500000","강북구","서울특별시 강북구 도봉로28나길 7 (미아동)(미아동)"
"울림사회적협동조합 하늘씨앗지역아동센터","F04685","(아동) 지역아동센터","아동복지시설","자치구","온민숙","1130500000","강북구","서울특별시 강북구 삼양로 246 (미아동)(미아동)"
"광진구3호점 우리동네키움센터","F04687","(아동) 다함께돌봄센터","아동복지시설","자치구","문혜숙","1121500000","광진구","서울특별시 광진구 자양로 71-7지하1층 ~ 지상2층 (자양동)(자양동)"
"하늘품의집지역아동센터","F04689","(아동) 지역아동센터","아동복지시설","자치구","최형원","1135000000","노원구","서울특별시 노원구 상계로23다길 33하늘품의집지역아동센터 (상계동)"
"꿈터지역아동센터","F04692","(아동) 지역아동센터","아동복지시설","자치구","백경화","1120000000","성동구","서울특별시 성동구 금호산길 612층 (금호동2가)"
"응봉지역아동센터","F04693","(아동) 지역아동센터","아동복지시설","자치구","한명순","1120000000","성동구","서울특별시 성동구 독서당로60나길 151층 (응봉동)(응봉동)"
"아름다운안암지역아동센터","F04694","(아동) 지역아동센터","아동복지시설","자치구","장남순","1123000000","동대문구","서울특별시 동대문구 약령시로 122층 (제기동)(제기동)"
"해피아트지역아동센터","F04695","(아동) 지역아동센터","아동복지시설","자치구","이옥진","1123000000","동대문구","서울특별시 동대문구 망우로14가길 282층 (휘경동)(휘경동)"
"한마음지역아동센터","F04696","(아동) 지역아동센터","아동복지시설","자치구","성은숙","1123000000","동대문구","서울특별시 동대문구 왕산로45길 312층 (청량리동)(청량리동)"
"성복행복한홈스쿨","F04697","(아동) 지역아동센터","아동복지시설","자치구","배선미","1123000000","동대문구","서울특별시 동대문구 장안벚꽃로 1391층 (장안동)(장안동)"
"삼정학교지역아동센터","F04699","(아동) 지역아동센터","아동복지시설","자치구","유현경","1135000000","노원구","서울특별시 노원구 동일로215길 481층 (상계동 상계주공3단지아파트)"
"신금호아이꿈누리터(성동11호점 우리동네키움센터)","F04700","(아동) 다함께돌봄센터","아동복지시설","자치구","이지숙","1120000000","성동구","서울특별시 성동구 행당로 6103호 (금호동1가)"
"구립노원청소년지역아동센터","F04757","(아동) 지역아동센터","아동복지시설","자치구","김현숙","1135000000","노원구","서울특별시 노원구 덕릉로86길 52층 (중계동)"
"공립불암골지역아동센터","K0016","(아동) 지역아동센터","아동복지시설","자치구","김혜원","1135000000","노원구","서울특별시 노원구 중계로14길51 (중계동)"
"라온","K0049","(아동) 공동생활가정","아동복지시설","자치구","이현주","1150000000","강서구","서울특별시 강서구 송정로 14-121층 (공항동)"
"하나복지지역아동센터","K0067","(아동) 지역아동센터","아동복지시설","자치구","장시영","1165000000","서초구","서울특별시 서초구 방배천로18길 20-04층(방배동)"
"구립노원1지역아동센터","K0071","(아동) 지역아동센터","아동복지시설","자치구","정신희","1135000000","노원구","서울특별시 노원구 월계로55길16 관리동 1층 (월계동 월계사슴2단지아파트)"
"희망드림지역아동센터","K0118","(아동) 지역아동센터","아동복지시설","자치구","허정란","1132000000","도봉구","서울특별시 도봉구 도봉로110아길 12 (창동)"
"파란나라지역아동센터","K0121","(아동) 지역아동센터","아동복지시설","자치구","전상진","1126000000","중랑구","서울특별시 중랑구 면목로 452 (면목동)"
"녹색지역아동센터","K0127","(아동) 지역아동센터","아동복지시설","자치구","이영신","1126000000","중랑구","서울특별시 중랑구 겸재로 78 3층 (면목동)"
"씨앗지역아동센터","K0142","(아동) 지역아동센터","아동복지시설","자치구","송해영","1126000000","중랑구","서울특별시 중랑구 겸재로 1932층 (면목동)"
"구립꿈나무지역아동센터","K0145","(아동) 지역아동센터","아동복지시설","자치구","김은주","1135000000","노원구","서울특별시 노원구 동일로186길 3-24 1층 (공릉동 공릉1동주민센터)"
"다니엘청소년지역아동센터","K0147","(아동) 지역아동센터","아동복지시설","자치구","최경주","1147000000","양천구","서울특별시 양천구 남부순환로 3743층 (신월동)"
"영문지역아동센터","K0148","(아동) 지역아동센터","아동복지시설","자치구","박은미","1153000000","구로구","서울특별시 구로구 개봉로11길 35-9301호 (개봉동)"
"강남지역아동센터","K0162","(아동) 지역아동센터","아동복지시설","자치구","박순옥","1165000000","서초구","서울특별시 서초구 강남대로79길 52-5 4층 (반포동)"
"한빛마을","K0176","(아동) 공동생활가정","아동복지시설","자치구","정지욱","1171000000","송파구","서울특별시 송파구 백제고분로28길 19-24 501호 (삼전동 삼전빌라)"
"구립한내지혜의숲지역아동센터","K0192","(아동) 지역아동센터","아동복지시설","자치구","임리아","1135000000","노원구","서울특별시 노원구 마들로 86 (월계동)"
"솔나무지역아동센터","K0202","(아동) 지역아동센터","아동복지시설","자치구","한순덕","1159000000","동작구","서울특별시 동작구 등용로9길 21층 (대방동)"
"강남지역아동센터","K0205","(아동) 지역아동센터","아동복지시설","자치구","유인숙","1168000000","강남구","서울특별시 강남구 개포로28길 11 (개포동)"
"우면지역아동센터","K0211","(아동) 지역아동센터","아동복지시설","자치구","이한나","1165000000","서초구","서울특별시 서초구 태봉로 68 401호 (우면동 우면프라자2)"
"도담지역아동센터","K0220","(아동) 지역아동센터","아동복지시설","자치구","한용환","1171000000","송파구","서울특별시 송파구 풍성로23길41 2층 (풍납동)"
"서울특별시립 서부아동상담치료센터","K0225","(아동) 아동종합시설","아동복지시설","자치구","최영진","1138000000","은평구","서울특별시 은평구 백련산로14길 20-11 (응암동)"
"도밍고의집","K0234","(아동) 공동생활가정","아동복지시설","자치구","구경아","1130500000","강북구","서울특별시 강북구 솔매로41길 37-10 (미아동)37-10 (미아동)"
"헤아림 그룹홈","K0235","(아동) 공동생활가정","아동복지시설","자치구","이영애","1147000000","양천구","서울특별시 양천구 은행정로15길 173층 3호 (신정동 신정빌라)"
"금나래 지역아동센터","K0237","(아동) 지역아동센터","아동복지시설","자치구","강선영","1154500000","금천구","서울특별시 금천구 범안로17길 23-0 (독산동)23 201호 (독산동 우정오피스텔)"
"소은지역아동센터","K0258","(아동) 지역아동센터","아동복지시설","자치구","정경화","1150000000","강서구","서울특별시 강서구 방화대로6나길 17 2층 (공항동)"
"해피지역아동센터","K0266","(아동) 지역아동센터","아동복지시설","자치구","홍경란","1153000000","구로구","서울특별시 구로구 고척로 19303호 (오류동 한백고은아파트)"
"구립하계지역아동센터","K0272","(아동) 지역아동센터","아동복지시설","자치구","고영자","1135000000","노원구","서울특별시 노원구 노원로16길 60 (하계동 중계9단지주공영구임대아파트)"
"놀이터지역아동센터","K0273","(아동) 지역아동센터","아동복지시설","자치구","김옥길","1126000000","중랑구","서울특별시 중랑구 동일로 880 (묵동)"
"구립삼선동꿈나무키우미돌봄센터","K0274","(아동) 지역아동센터","아동복지시설","자치구","김희경","1129000000","성북구","서울특별시 성북구 보문로29길 101 (삼선동3가)"
"다온 서울시립학대피해아동쉼터","K0276","(아동) 학대피해아동쉼터","아동복지시설","자치구","박귀자","1162000000","관악구","서울특별시 관악구 난향길 52-0 (신림동)52 501호 (신림동)"
"마고네공부방 지역아동센터","K0278","(아동) 지역아동센터","아동복지시설","자치구","이옥희","1129000000","성북구","서울특별시 성북구 성북로 8길 65 1층 101호"
"조은날영라이프","K0279","(아동) 공동생활가정","아동복지시설","자치구","황금재","1171000000","송파구","서울특별시 송파구 성내천로43가길 12-0 (마천동)12 2~3층 202호 (마천동)"
"삼전지역아동센터","K0285","(아동) 지역아동센터","아동복지시설","자치구","박달준","1171000000","송파구","서울특별시 송파구 삼전로10길 3 2층 (삼전동)"
"서울나자렛집","K0291","(아동) 공동생활가정","아동복지시설","자치구","김유나","1159000000","동작구","서울특별시 동작구 신대방길85 104동 201호 (신대방동 경남아파트)"
"비전트리지역아동센터","K0304","(아동) 지역아동센터","아동복지시설","자치구","이정순","1129000000","성북구","서울특별시 성북구 장월로 28 (장위동)"
"드림지역아동센터","K0312","(아동) 지역아동센터","아동복지시설","자치구","이우영","1147000000","양천구","서울특별시 양천구 남부순환로61길 13 201호 (신월동)"
"소망그룹홈","K0314","(아동) 공동생활가정","아동복지시설","자치구","김동진","1147000000","양천구","서울특별시 양천구 오목로 160101동 603호 (신정동 신호아파트)"
"꿈자람 학대피해아동쉼터","K0345","(아동) 학대피해아동쉼터","아동복지시설","자치구","장영순","1123000000","동대문구","서울특별시 동대문구 한천로58길 139105동 2층 2호 (이문동 이문1차 푸르지오 아파트)"
"구립함께하는지역아동센터","K0373","(아동) 지역아동센터","아동복지시설","자치구","임금빈","1174000000","강동구","서울특별시 강동구 상일로12길 95102동 4층 (강일동 푸르내)"
"효주아녜스의집","K0377","(아동) 공동생활가정","아동복지시설","자치구","곽근","1150000000","강서구","서울특별시 강서구 까치산로4가길36 (화곡동 효주아네스의집)"
"구립수락지역아동센터","K0379","(아동) 지역아동센터","아동복지시설","자치구","오수진","1135000000","노원구","서울특별시 노원구 상계동 996-10"
"섬나지역아동센터","K0381","(아동) 지역아동센터","아동복지시설","자치구","이은주","1147000000","양천구","서울특별시 양천구 은행정로 32 3층 (신정동)"
"LH 행복꿈터 열린마음 지역아동센터","K0384","(아동) 지역아동센터","아동복지시설","자치구","김계숙","1168000000","강남구","서울특별시 강남구 자곡로3길 22 (자곡동)"
"우리집 그룹홈","K0387","(아동) 공동생활가정","아동복지시설","자치구","이미정","1141000000","서대문구","서울특별시 서대문구 증가로6길 55 1층 (홍은동)"
"구립월계문화지역아동센터","K0390","(아동) 지역아동센터","아동복지시설","자치구","김미숙","1135000000","노원구","서울특별시 노원구 월계로44길 23 (월계동)"
"궁동그룹홈","K0398","(아동) 공동생활가정","아동복지시설","자치구","한재숙","1153000000","구로구","서울특별시 구로구 오리로22나길 16-24 101동 23층 203303호 (궁동 유앤미빌리지)"
"킹스키즈그룹홈","K0400","(아동) 공동생활가정","아동복지시설","자치구","손애자","1153000000","구로구","서울특별시 구로구 경인로 343 104동 12층 03호 (고척동 삼환로즈빌)"
"대림2동지역아동센터","K0403","(아동) 지역아동센터","아동복지시설","자치구","문경숙","1156000000","영등포구","서울특별시 영등포구 대림로23길 27 (대림동)"
"하모니지역아동센터","K0416","(아동) 지역아동센터","아동복지시설","자치구","김예신","1153000000","구로구","서울특별시 구로구 개봉로11길 28-151층 (개봉동)"
"노스토스의집","K0417","(아동) 공동생활가정","아동복지시설","자치구","강지우","1153000000","구로구","서울특별시 구로구 서해안로 2368 101동 8층 3호 (오류동 우림필유)"
"강서누리지역아동센터","K0435","(아동) 지역아동센터","아동복지시설","자치구","김순자","1150000000","강서구","서울특별시 강서구 송정로 32 2층 (공항동)"
"우리모여지역아동센터","K0445","(아동) 지역아동센터","아동복지시설","자치구","정광호","1159000000","동작구","서울특별시 동작구 사당로22나길 69 2층 (사당동)"
"꿈나래지역아동센터","K0446","(아동) 지역아동센터","아동복지시설","자치구","조성숙","1153000000","구로구","서울특별시 구로구 고척로6길 293층 (오류동)"
"해맑음한일지역아동센터","K0470","(아동) 지역아동센터","아동복지시설","자치구","조용주","1132000000","도봉구","서울특별시 도봉구 방학로 57-171층 (방학동)(방학동)"
"광암 지역아동센터","K0476","(아동) 지역아동센터","아동복지시설","자치구","이명숙","1138000000","은평구","서울특별시 은평구 가좌로7라길35-4 1층 (응암동 광암교육사회봉사관)"
"구립 우면동 지역아동센터","K0478","(아동) 지역아동센터","아동복지시설","자치구","김소연","1165000000","서초구","서울특별시 서초구 바우뫼로4길6 (우면동)"
"구립 방배동 지역아동센터","K0479","(아동) 지역아동센터","아동복지시설","자치구","남동우","1165000000","서초구","서울특별시 서초구 서초대로 59 2층 (방배동)"
"예람지역아동센터","K0495","(아동) 지역아동센터","아동복지시설","자치구","서홍녀","1147000000","양천구","서울특별시 양천구 화곡로4길28 (신월동)"
"선덕원","K0502","(아동) 아동양육시설","아동복지시설","자치구","진유일","1111000000","종로구","서울특별시 종로구 세검정로7가길 15-1 (신영동)"
"메이지역아동센터","K0506","(아동) 지역아동센터","아동복지시설","자치구","백상화","1153000000","구로구","서울특별시 구로구 구로중앙로18길 683동 105호 (구로동 신구로현대아파트)"
"증산동성산 지역아동센터","K0546","(아동) 지역아동센터","아동복지시설","자치구","용영순","1138000000","은평구","서울특별시 은평구 증산서길 90 1층 (증산동)"
"북가좌동 우리동네키움센터 <친구랑>","K0567","(아동) 다함께돌봄센터","아동복지시설","자치구","이영미","1141000000","서대문구","서울특별시 서대문구 거북골로 195-1 1층 (북가좌동 서대문꿈나무지원센터)"
"금강지역아동센터","K0573","(아동) 지역아동센터","아동복지시설","자치구","채인숙","1153000000","구로구","서울특별시 구로구 고척로52길 982층 (개봉동)"
"나무와숲지역아동센터","K0575","(아동) 지역아동센터","아동복지시설","자치구","곽복덕","1147000000","양천구","서울특별시 양천구 목동중앙본로 93 2층 (목동)"
"기린청소년지역아동센터","K0576","(아동) 지역아동센터","아동복지시설","자치구","윤혜영","1147000000","양천구","서울특별시 양천구 목동중앙본로18길39 (목동)"
"자양 우리동네 키움센터(다함께 돌봄센터)","K0582","(아동) 다함께돌봄센터","아동복지시설","자치구","유효진","1121500000","광진구","서울특별시 광진구 자양번영로35 (자양동)"
"중곡지역아동센터","K0588","(아동) 지역아동센터","아동복지시설","자치구","김순화","1121500000","광진구","서울특별시 광진구 자양로53길 69 3층 (중곡동)"
"노량진2동 우리동네키움센터","K0600","(아동) 다함께돌봄센터","아동복지시설","자치구","고소영","1159000000","동작구","서울특별시 동작구 장승배기로19길 50 (노량진동)"
"용두신동우리동네키움센터희망","K0604","(아동) 다함께돌봄센터","아동복지시설","자치구","김형연","1123000000","동대문구","서울특별시 동대문구 무학로 133 1~2층 (용두동)"
"장안2동우리동네키움센터라온","K0608","(아동) 다함께돌봄센터","아동복지시설","자치구","김점덕","1123000000","동대문구","서울특별시 동대문구 답십리로63길 73 3층 (장안동)"
"OU","K0612","(아동) 학대피해아동쉼터","아동복지시설","자치구","조명숙","1135000000","노원구","서울특별시 노원구 중계로14라길 53 2층 201호 (중계동 부강쉘브르아파트)"
"성산2동 우리동네키움센터","K0620","(아동) 다함께돌봄센터","아동복지시설","자치구","황대영","1144000000","마포구","서울특별시 마포구 월드컵로36길 52 2층 (성산동)"
"망원1동 우리동네키움센터","K0629","(아동) 다함께돌봄센터","아동복지시설","자치구","전형진","1144000000","마포구","서울특별시 마포구 희우정로77 (망원동 망원한강아이파크 상가1층)"
"영등포본동 아이랜드 (영등포1호점 우리동네키움센터)","K0630","(아동) 지역아동센터","아동복지시설","자치구","김은정","1156000000","영등포구","서울특별시 영등포구 신길로60길 31-2 (신길동)"
"돌봄누리 지역아동센터","K0631","(아동) 지역아동센터","아동복지시설","자치구","곽정화","1156000000","영등포구","서울특별시 영등포구 디지털로69가길2 2층 (대림동)"
"구립오병이어 지역아동센터","K0632","(아동) 지역아동센터","아동복지시설","자치구","고현아","1138000000","은평구","서울특별시 은평구 은평로12길 12-25 (응암동)"
"양천1호점 우리동네키움센터","K0641","(아동) 다함께돌봄센터","아동복지시설","자치구","고현숙","1147000000","양천구","서울특별시 양천구 신정로11길 20관리동 1층 (신정동 동일하이빌아파트)(신정동 동일하이빌아파트)"
"파랑새지역아동센터","K0647","(아동) 지역아동센터","아동복지시설","자치구","이승미","1126000000","중랑구","서울특별시 중랑구 신내로 110 15동 103호 (신내동 동성아파트)"
"어린이나라지역아동센터","K0652","(아동) 지역아동센터","아동복지시설","자치구","최미영","1121500000","광진구","서울특별시 광진구 자양로22길58 2층 (구의동)"
"가온나래","K0653","(아동) 공동생활가정","아동복지시설","자치구","석혜영","1135000000","노원구","서울특별시 노원구 공릉로51길14-17 102동 12층 1203호 (공릉동 건영장미아파트)"
"강남 다함께키움센터(역삼)","K0654","(아동) 다함께돌봄센터","아동복지시설","자치구","이찬","1168000000","강남구","서울특별시 강남구 논현로64길 7 3층 (역삼동 역삼청소년수련관)"
"잠실본동 송파키움센터","K0663","(아동) 다함께돌봄센터","아동복지시설","자치구","이지연","1171000000","송파구","서울특별시 송파구 올림픽로8길 22 8층 (잠실동 잠실청소년센터)"
"개봉3동 우리동네키움센터","K0665","(아동) 다함께돌봄센터","아동복지시설","자치구","김종선","1153000000","구로구","서울특별시 구로구 개봉로11나길 23 (개봉동)"
"상상나루來키움센터","K0672","(아동) 다함께돌봄센터","아동복지시설","자치구","이민주","1174000000","강동구","서울특별시 강동구 올림픽로98가길 28 2층 (암사동)"
"구립길리청소년지역아동센터","K0679","(아동) 지역아동센터","아동복지시설","자치구","이은영","1174000000","강동구","서울특별시 강동구 양재대로114길 38 (길동)"
"구로5동우리동네키움센터","K0683","(아동) 다함께돌봄센터","아동복지시설","자치구","김동옥","1153000000","구로구","서울특별시 구로구 구로중앙로34길 67 (구로동)"
"스위첸아이꿈누리터(성동1호점 우리동네키움센터)","K0696","(아동) 다함께돌봄센터","아동복지시설","자치구","양호석","1120000000","성동구","서울특별시 성동구 무학봉길 35103동 205호 (하왕십리동 왕십리KCC스위첸)"
"가락1동 송파키움센터","K0715","(아동) 다함께돌봄센터","아동복지시설","자치구","차순희","1171000000","송파구","서울특별시 송파구 양재대로 925 2층 (가락동)"
"진관 우리동네키움센터","K0716","(아동) 다함께돌봄센터","아동복지시설","자치구","이재선","1138000000","은평구","서울특별시 은평구 통일로 1045 101호 (진관동 이룸체 사회적기업-1)"
"삼전동 송파키움센터","K0717","(아동) 다함께돌봄센터","아동복지시설","자치구","김미향","1171000000","송파구","서울특별시 송파구 백제고분로32길 35 (삼전동 삼전종합사회복지관 3층)"
"중랑1호점 신내동우리동네키움센터","K0719","(아동) 다함께돌봄센터","아동복지시설","자치구","김금이","1126000000","중랑구","서울특별시 중랑구 신내역로1길 145 1층 101호 (신내동 신내 소행주)"
"송파1동 송파키움센터","K0721","(아동) 다함께돌봄센터","아동복지시설","자치구","남성아","1171000000","송파구","서울특별시 송파구 백제고분로42길 5-0 (송파동)5 (송파동 송파여성문화회관 1층)"
"갈현 우리동네키움센터","K0731","(아동) 다함께돌봄센터","아동복지시설","자치구","김현순","1138000000","은평구","서울특별시 은평구 연서로25길22 (갈현동 갈현 우리동네키움센터)"
"응암 우리동네키움센터","K0732","(아동) 다함께돌봄센터","아동복지시설","자치구","윤인재","1138000000","은평구","서울특별시 은평구 백련산로 38 지하1층 (응암동 백련산힐스테이트2차 주민공동시설)"
"새빛지역아동센터","K0759","(아동) 지역아동센터","아동복지시설","자치구","최미옥","1121500000","광진구","서울특별시 광진구 아차산로330 (자양동)"
"나욧지역아동센터","K0773","(아동) 지역아동센터","아동복지시설","자치구","임길호","1130500000","강북구","서울특별시 강북구 삼각산로 157 (수유동)"
"테바 그룹홈","K0775","(아동) 공동생활가정","아동복지시설","자치구","이혜경","1135000000","노원구","서울특별시 노원구 석계로 23-20 1층 (월계동)"
"신대방1동 우리동네키움센터","K0782","(아동) 다함께돌봄센터","아동복지시설","자치구","권현수","1159000000","동작구","서울특별시 동작구 신대방2길 42-10 3층 (신대방동)"
"옥수복지관아이꿈누리터(성동7호점 우리동네키움센터)","K0785","(아동) 다함께돌봄센터","아동복지시설","자치구","정연임","1120000000","성동구","서울특별시 성동구 한림말길 16-5옥수종합사회복지관 3층 (옥수동)"
"구로2동 우리동네키움센터","K0787","(아동) 다함께돌봄센터","아동복지시설","자치구","오명희","1153000000","구로구","서울특별시 구로구 벚꽃로 484 2층 (구로동 화원종합사회복지관)"
"마장아이꿈누리터(성동3호점 우리동네키움센터)","K0791","(아동) 다함께돌봄센터","아동복지시설","자치구","정미라","1120000000","성동구","서울특별시 성동구 마장로39길 332층 (마장동)"
"새희망 공동생활가정","K0793","(아동) 공동생활가정","아동복지시설","자치구","최은주","1147000000","양천구","서울특별시 양천구 은행정로19길 3 B동 2층 1호 (신정동 동국화이트빌아파트)"
"구로1동우리동네키움센터","K0800","(아동) 다함께돌봄센터","아동복지시설","자치구","허현숙","1153000000","구로구","서울특별시 구로구 구일로4길 46 202동 106호 (구로동 현대연예인아파트)"
"응봉아이꿈누리터(성동4호점 우리동네키움센터)","K0801","(아동) 다함께돌봄센터","아동복지시설","자치구","류성원","1120000000","성동구","서울특별시 성동구 독서당로 381현대종합상가 304호 (응봉동)"
"성수복지관아이꿈누리터(성동5호점 우리동네키움센터)","K0805","(아동) 다함께돌봄센터","아동복지시설","자치구","이화영","1120000000","성동구","서울특별시 성동구 뚝섬로1길 43 6층 (성수동1가 성수종합사회복지관)"
"성수쌍용아이꿈누리터(성동6호점 우리동네키움센터)","K0808","(아동) 다함께돌봄센터","아동복지시설","자치구","이승연","1120000000","성동구","서울특별시 성동구 상원길 63 105동 101호 (성수동1가 쌍용아파트)"
"구립성내지역아동센터","K0812","(아동) 지역아동센터","아동복지시설","자치구","여경선","1174000000","강동구","서울특별시 강동구 성안로13길 56 4층 (성내동)"
"역촌 우리동네키움센터","K0816","(아동) 다함께돌봄센터","아동복지시설","자치구","김춘미","1138000000","은평구","서울특별시 은평구 진흥로7나길 12-5 2층 (역촌동 역촌 안심마을 경로당)"
"성동복지관아이꿈누리터(성동8호점 우리동네키움센터)","K0817","(아동) 다함께돌봄센터","아동복지시설","자치구","박정묘","1120000000","성동구","서울특별시 성동구 청계천로 506성동종합사회복지관 5층 (마장동)"
"구립 문정1동 지역아동센터","K0819","(아동) 지역아동센터","아동복지시설","자치구","엄미경","1171000000","송파구","서울특별시 송파구 송이로32길22 (문정동)"
"꿈 정함 우리동네 키움센터(다함께돌봄센터)","K0824","(아동) 다함께돌봄센터","아동복지시설","자치구","이명일","1121500000","광진구","서울특별시 광진구 자양로3가길 28 (자양동)"
"새날지역아동센터","K0827","(아동) 지역아동센터","아동복지시설","자치구","김금자","1121500000","광진구","서울특별시 광진구 아차산로26길 22 2층 (자양동)"
"천왕동 우리동네키움센터","K0833","(아동) 다함께돌봄센터","아동복지시설","자치구","김성례","1153000000","구로구","서울특별시 구로구 천왕로 21 701동 1층 (천왕동 천왕동 우리동네키움센터)"
"씨드센터","K0834","(아동) 자립지원시설","아동복지시설","자치구","서현철","1156000000","영등포구","서울특별시 영등포구 양평로12가길 8-2 (당산동6가 씨드센터)"
